YEILD_STRENGTH,ULTIMATE_TENSILE_STRENGTH,GRADE,FXTEMP_MAX,FXTEMP_MIN,FXTEMP_PCTON,FXTEMP_PCTUNDER,CTEMP_MAX,CTEMP_PCTON,AL,CE,MN,V
436,547,HHTA1B          ,877.625,858.625,96.637,0,638.786,96,0.043,0.4,1.37,0.046
436,538,HHTA1B          ,882.5,843.5,94.78,1.794,627.828,96.085,0.04,0.39,1.35,0.044
327,465,HDR09C          ,855.25,828.875,99.624,0.376,671.514,98.127,0.038,0.348,1.03,0.001
482,582,HHTA1B          ,884.5,845.125,92.593,0,675.726,79.705,0.045,0.377,1.3,0.043
401,518,HHTA1B          ,890,841.25,69.63,0.247,628.205,92.346,0.041,0.396,1.38,0.045
440,543,HHTA1B          ,879.5,844.125,96.389,1.944,639.545,96.685,0.045,0.394,1.34,0.046
410,533,HHTA1B          ,890.125,845.125,88.372,0,691.27,73.148,0.041,0.388,1.33,0.046
338,466,HDR09C          ,881.125,846,92.484,0,674.667,82.68,0.045,0.335,0.97,0.001
384,508,HHTA1B          ,872.125,853.125,100,0,665.218,84.758,0.045,0.399,1.37,0.042
430,548,HHTA1B          ,889.25,850.5,86.986,0,631.884,96.833,0.041,0.386,1.31,0.046
408,537,HHTA1B          ,885.125,850.5,79.358,0,688.172,96.804,0.043,0.39,1.34,0.046
455,570,HHTA1B          ,887,840.625,73.874,21.622,685.789,77.928,0.045,0.394,1.34,0.046
455,570,HHTA1B          ,887,840.625,73.874,21.622,685.789,77.928,0.045,0.394,1.34,0.046
424,549,HHTA1B          ,882.875,838.5,97.455,0.242,632.381,95.768,0.043,0.4,1.37,0.046
392,517,HHTA1B          ,883.375,852.375,76.116,0,655.268,92.667,0.045,0.393,1.31,0.042
360,471,HHTA1B          ,876.875,846.25,98.413,0,629.767,90.351,0.044,0.41,1.35,0.047
391,513,HHTA1B          ,876.875,846.25,98.413,0,629.767,90.351,0.044,0.41,1.35,0.047
455,571,HHTA1B          ,883.875,848.125,91.746,2.222,675.167,90.536,0.042,0.404,1.36,0.043
378,451,HHTA1B          ,892.125,862.375,73.412,0,632.228,98.598,0.043,0.396,1.38,0.04
378,521,HHTA1B          ,892.125,862.375,73.412,0,632.228,98.598,0.043,0.396,1.38,0.04
447,553,HHTA1B          ,873.375,842.375,94.972,5.028,640.378,95,0.043,0.394,1.35,0.042
403,534,HHTA1B          ,867.5,849.875,100,0,681.711,85.845,0.045,0.402,1.4,0.044
335,490,HDR09C          ,875.25,850,86.617,0,678.988,85.185,0.045,0.352,1.04,0.001
238,473,HDR09C          ,869.375,846.625,100,0,678.611,95.331,0.042,0.342,1,0.001
328,473,HDR09C          ,869.375,846.625,100,0,678.611,95.331,0.042,0.342,1,0.001
433,551,HHTA1B          ,882.875,840.125,88.757,0.296,629.283,95.894,0.044,0.385,1.3,0.044
419,552,HDR09C          ,850.75,823.75,69.084,30.916,670.266,95.818,0.038,0.348,1.03,0.001
436,566,HHTA1B          ,878.25,853.875,90.114,0,688.172,89.015,0.043,0.394,1.33,0.045
481,589,HHTA1B          ,879.125,829.125,29.767,67.907,693.529,68.982,0.045,0.394,1.34,0.046
414,534,HHTA1B          ,882.375,845.5,97.235,0,687.634,90.323,0.043,0.4,1.35,0.044
425,541,HHTA1B          ,880.25,843.75,98.853,0.382,637.876,91.841,0.041,0.386,1.31,0.046
421,542,HHTA1B          ,871.875,842.5,96.578,3.422,689.219,89.695,0.043,0.394,1.33,0.045
400,528,HHTA1B          ,875.75,849.625,98.855,0,687.337,93.561,0.041,0.392,1.34,0.045
428,553,HHTA1B          ,872.125,833.75,55.189,44.811,689.259,86.792,0.045,0.4,1.36,0.043
441,558,HHTA1B          ,878.625,844,94.096,1.107,677.108,78.677,0.045,0.4,1.36,0.043
473,572,HHTA1B          ,874.625,831.125,92.963,2.593,677.372,74.908,0.045,0.381,1.32,0.041
446,558,HHTA1B          ,864.375,846.75,100,0,687.943,88.031,0.037,0.397,1.38,0.045
396,532,HHTA1B          ,867.125,839.125,98.456,0,682.521,95.385,0.039,0.402,1.36,0.046
388,510,HHTA1B          ,877.5,851.875,99.618,0,684.8,92.337,0.042,0.394,1.35,0.044
409,539,HHTA1B          ,881.125,850.125,92.015,0,686.889,92.424,0.042,0.394,1.35,0.044
427,554,HHTA1B          ,874.875,841,97.338,2.662,684.262,89.354,0.043,0.394,1.33,0.045
384,524,HHTA1B          ,881.125,839.625,84.47,9.091,680.721,73.962,0.039,0.402,1.36,0.046
414,538,HHTA1B          ,874.125,838.5,96.744,3.256,619.143,98.391,0.042,0.394,1.35,0.044
414,538,HHTA1B          ,882.125,835.875,97.328,0.382,684.901,92.015,0.041,0.392,1.34,0.045
402,532,HHTA1B          ,890.875,851,93.061,0,630.799,95.142,0.039,0.393,1.34,0.046
396,527,HHTA1B          ,892,852.25,84.507,0,628.869,96.037,0.043,0.393,1.33,0.045
434,543,HHTA1B          ,870.125,830.875,97.333,0.133,635.984,96.107,0.036,0.402,1.37,0.048
392,510,HHTA1B          ,864.625,839.375,100,0,636.719,95.652,0.032,0.391,1.35,0.048
432,537,HHTA1B          ,874.25,846.625,84.637,0,648.67,85.475,0.044,0.408,1.38,0.046
399,512,HHTA1B          ,870.875,828.5,96.901,0.282,638.513,94.398,0.032,0.391,1.35,0.048
395,500,HHTA1B          ,858.625,831.75,99.765,0.235,631.681,99.767,0.037,0.41,1.36,0.044
448,543,HHTA1B          ,865.5,830.75,99.444,0.278,643.701,94.46,0.044,0.408,1.38,0.046
376,495,HHTA1B          ,874.25,833.125,94.58,0.271,640.825,83.333,0.037,0.395,1.36,0.043
351,482,HDR09C          ,863.625,836.375,96.44,0,679.642,97.428,0.043,0.343,1.1,0.001
442,541,HHTA1B          ,878.75,855.125,98.845,0,662.826,86.009,0.045,0.394,1.37,0.046
467,578,HHTA1B          ,878.5,856.75,97.653,0,687.359,83.099,0.041,0.388,1.33,0.046
387,512,HHTA1B          ,887.375,846.25,94.34,0,683.982,84.434,0.039,0.392,1.34,0.042
333,466,HDR09C          ,856.75,834.375,100,0,678.164,87.46,0.043,0.341,1.01,0.001
422,541,HHTA1B          ,876.25,826.5,18.056,81.482,681.799,74.074,0.045,0.394,1.34,0.046
312,467,HDR09C          ,875.875,840,96.226,2.642,676.048,89.811,0.038,0.348,1.03,0.001
426,542,HHTA1B          ,871.5,845.5,100,0,694.916,73.913,0.043,0.394,1.35,0.042
428,562,HHTA1B          ,884.625,852.375,89.286,0,676.322,94.395,0.044,0.393,1.33,0.045
384,520,HHTA1B          ,888.125,847.375,81.2,0,680.679,93.6,0.033,0.393,1.32,0.044
383,514,HHTA1B          ,886.625,846.375,79.31,0,685.113,94.059,0.039,0.405,1.39,0.046
470,579,HHTA1B          ,886.875,836.125,75.229,0.612,673.01,96.951,0.037,0.397,1.38,0.045
444,558,HHTA1B          ,887.375,850.25,81.321,0,632.847,95.249,0.043,0.394,1.33,0.045
344,482,HDR09C          ,868.875,830.625,94.681,0,623.873,99.736,0.045,0.325,0.99,0.001
420,544,HHTA1B          ,872.375,847,97.571,2.429,661.191,58.705,0.045,0.401,1.39,0.043
417,536,HHTA1B          ,881,834.75,50.833,45.278,641.112,91.413,0.045,0.394,1.37,0.046
336,472,HDR09C          ,867.625,836.75,81.172,0,688.869,87.815,0.043,0.33,0.98,0.001
413,532,HHTA1B          ,873.125,843,79.801,0,632.11,65.842,0.035,0.393,1.32,0.043
347,478,HDR09C          ,865.5,818.75,92.857,1.948,676.03,89.032,0.043,0.343,1.1,0.001
403,519,HHTA1B          ,880.375,846.875,80.565,0,663.511,96.842,0.043,0.4,1.37,0.046
373,491,HDR09C          ,871.25,829.625,90.499,0.161,628.264,99.84,0.044,0.343,1.03,0.001
406,532,HHTA1B          ,868.5,843.125,98.885,1.115,675.743,82.222,0.04,0.392,1.34,0.045
336,471,HDR09C          ,861.75,829.5,96.852,0.242,635.594,91.587,0.043,0.341,1.01,0.001
369,489,HDR09C          ,856.75,828.25,99.807,0.193,621.851,99.807,0.032,0.349,1.04,0.001
337,474,HDR09C          ,858.625,832.25,100,0,629.582,99.758,0.044,0.343,1.03,0.001
467,562,HHTA1B          ,883.625,848.375,90.661,0,640.519,83.07,0.037,0.397,1.38,0.045
338,469,HDR09C          ,863.25,830.125,96.852,0,635.592,99.036,0.043,0.341,1.01,0.001
412,530,HHTA1B          ,866.875,838.625,80,20,677.38,84.815,0.04,0.392,1.34,0.045
397,523,HHTA1B          ,880.125,826.125,50.379,46.212,682.875,90.189,0.041,0.392,1.34,0.045
449,574,HHTA1B          ,890.875,848.125,94.884,0,682.717,96.729,0.045,0.4,1.36,0.043
446,549,HHTA1B          ,872,833.625,65.683,34.317,684.117,92.674,0.045,0.385,1.35,0.045
402,550,HHTA1B          ,883.875,844,95.677,0.376,646.482,94.184,0.042,0.404,1.36,0.043
393,529,HHTA1B          ,881.5,840.25,63.204,36.62,642.334,96.859,0.042,0.409,1.37,0.045
389,526,HHTA1B          ,887,844.75,94.963,2.425,636.612,89.444,0.045,0.4,1.39,0.045
447,563,HHTA1B          ,876.875,848.875,99.14,0,623.694,92.898,0.045,0.388,1.33,0.043
405,541,HHTA1B          ,880.625,837.875,91.057,1.626,684.892,69.636,0.039,0.393,1.34,0.046
338,473,HDR09C          ,865.75,833.5,89.101,0,671.018,96.477,0.034,0.336,1.03,0.001
420,529,HHTA1B          ,876.875,838.375,86.406,13.035,645.924,97.032,0.033,0.405,1.35,0.042
334,472,HDR09C          ,855,824.75,99.611,0.389,683.091,91.892,0.043,0.341,1.01,0.001
356,484,HDR09C          ,875.875,827.5,92.638,3.272,644.628,91.853,0.032,0.349,1.04,0.001
437,549,HHTA1B          ,882,843,78.182,0.227,622.2,99.323,0.039,0.402,1.36,0.046
343,476,HDR09C          ,863.25,830.5,95.349,0,640.286,89.017,0.043,0.341,1.01,0.001
442,544,HHTA1B          ,876.625,851.5,98.63,0,643.02,84.842,0.037,0.397,1.38,0.045
335,474,HDR09C          ,859.5,827.75,99.669,0.331,674.111,96.053,0.042,0.342,1,0.001
326,456,HDR09C          ,857.625,822.875,86.385,13.615,674.33,87.383,0.025,0.333,1.03,0.001
492,561,HHTA1B          ,872.75,816.625,73.892,24.842,672.609,93.25,0.038,0.382,1.31,0.044
453,575,HHTA1B          ,885.375,843.25,67.005,30.965,685.808,63.265,0.045,0.401,1.39,0.043
412,530,HHTA1B          ,875.875,851.5,99.575,0,662.021,82.7,0.039,0.392,1.34,0.042
377,509,HHTA1B          ,866.625,839.625,79.851,20.149,678.521,69.145,0.045,0.399,1.37,0.042
322,460,HDR09C          ,863.625,826.375,91.923,4.231,668.476,95.785,0.038,0.348,1.03,0.001
343,481,HDR09C          ,856.5,832.25,100,0,667.387,90.234,0.032,0.349,1.04,0.001
438,558,HHTA1B          ,887,844,93.017,1.397,640.263,92.798,0.045,0.394,1.37,0.046
445,562,HHTA1B          ,880.625,845.5,96.774,0,691.546,83.945,0.045,0.4,1.36,0.043
436,560,HHTA1B          ,878.875,848.625,88.213,0,689.115,95.076,0.042,0.394,1.35,0.044
436,554,HHTA1B          ,878.75,848.875,99.367,0.633,673.107,97.476,0.042,0.409,1.37,0.045
364,500,HHTA1B          ,892.75,849.875,72.067,0.279,637.011,95.304,0.045,0.402,1.4,0.044
408,529,HHTA1B          ,881.125,831.625,48.638,50.973,683.647,70.543,0.029,0.407,1.34,0.05
408,533,HHTA1B          ,889.25,847.875,96.84,0.929,641.178,96.846,0.033,0.405,1.35,0.042
332,488,HDR09C          ,875.25,844.125,87.823,0,682.376,92.647,0.045,0.352,1.04,0.001
401,533,HHTA1B          ,872.125,836.25,88.128,11.872,680.678,87.671,0.045,0.402,1.4,0.044
416,543,HHTA1B          ,878,845.125,86.466,13.534,679.183,83.955,0.029,0.407,1.34,0.05
463,549,HHTA1B          ,879.5,842.875,96.512,2.093,646.676,90.046,0.045,0.377,1.3,0.043
408,525,HHTA1B          ,882.75,850.75,96.234,0,636.183,97.191,0.042,0.387,1.31,0.043
407,532,HHTA1B          ,886.625,830.25,32.212,65.865,687.232,52.885,0.042,0.391,1.37,0.044
392,517,HHTA1B          ,885.5,841,84.375,6.25,673.095,84.444,0.042,0.389,1.34,0.043
326,459,HDR09C          ,863.375,830.5,90.65,0,663.304,85.425,0.041,0.342,1,0.001
398,534,HHTA1B          ,873.375,821.375,62.656,37.344,682.57,87.603,0.033,0.402,1.36,0.041
356,482,HDR09C          ,876.375,842,85.251,0,637.645,98.055,0.032,0.349,1.04,0.001
373,489,HDR09C          ,866.125,837.75,95.268,0,651.752,85.481,0.043,0.343,1.1,0.001
439,558,HHTA1B          ,874.25,851.375,100,0,692.091,63.256,0.045,0.385,1.35,0.045
451,574,HHTA1B          ,881.5,845.75,94.697,0,685.453,91.321,0.037,0.397,1.38,0.045
401,529,HHTA1B          ,882.75,842.5,78.014,21.277,673.192,92.606,0.042,0.388,1.35,0.044
424,549,HHTA1B          ,894.625,851,95.816,0,689.539,90.417,0.042,0.404,1.36,0.043
346,480,HDR09C          ,853,823.75,93.729,6.271,671.97,97.049,0.042,0.342,1,0.001
341,480,HDR09C          ,867.875,830.875,95.268,0,672.964,96.855,0.045,0.332,0.98,0.001
415,556,HHTA1B          ,879.5,844.375,97.552,0.188,630.338,92.453,0.038,0.391,1.33,0.043
409,535,HHTA1B          ,893.625,843.875,95.841,0.189,634.054,98.311,0.042,0.387,1.31,0.043
401,522,HHTA1B          ,864.75,844.375,99.153,0.847,671.747,85.106,0.043,0.4,1.35,0.044
405,524,HHTA1B          ,867.25,811.625,35.793,64.207,672.493,90.843,0.045,0.393,1.31,0.047
396,523,HHTA1B          ,877.75,837.125,66.667,32.051,670.31,83.051,0.043,0.4,1.35,0.044
462,571,HHTA1B          ,879.125,843.125,94.796,2.23,685.437,62.963,0.045,0.377,1.3,0.043
320,471,HDR09C          ,864.5,814.625,75.728,5.583,633.625,96.377,0.043,0.343,1.1,0.001
397,529,HDR09C          ,855.25,829,97.736,2.264,667.501,98.12,0.038,0.348,1.03,0.001
419,552,HDR09C          ,850.75,823.75,69.084,30.916,670.266,95.818,0.038,0.348,1.03,0.001
337,474,HDR09C          ,881.125,846,92.484,0,674.667,82.68,0.045,0.335,0.97,0.001
393,519,HHTA1B          ,895,847,91.887,0,618.112,83.831,0.042,0.414,1.38,0.044
435,552,HHTA1B          ,874.125,843.125,98.138,1.862,631.716,99.442,0.042,0.414,1.38,0.044
338,470,HDR09C          ,858,828,99.346,0.654,670.227,98.366,0.045,0.332,0.98,0.001
351,487,HDR09C          ,863,834.125,99.369,0,678.01,95.598,0.045,0.332,0.98,0.001
459,572,HHTA1B          ,869.25,853.25,100,0,691.401,71.635,0.045,0.397,1.36,0.046
453,563,HHTA1B          ,883,843.75,92.925,2.103,627.169,98.485,0.043,0.394,1.33,0.045
424,541,HHTA1B          ,877.875,842.875,97.426,1.188,620.995,92.731,0.039,0.402,1.36,0.046
336,465,HDR09C          ,885.625,852.25,92.91,0,680.123,70.632,0.041,0.342,1.08,0.001
442,565,HHTA1B          ,876.75,844,97.458,0.847,652.991,80.591,0.045,0.408,1.34,0.049
384,513,HHTA1B          ,894.125,845.25,81.295,10.072,657.875,79.57,0.04,0.392,1.34,0.045
447,555,HHTA1B          ,884,844.875,88.406,7.246,674.689,76.895,0.045,0.397,1.36,0.046
440,568,HHTA1B          ,873.625,850.75,100,0,640.505,96.51,0.042,0.409,1.37,0.045
439,562,HHTA1B          ,876.75,843.125,96.127,0.176,635.148,99.123,0.042,0.409,1.37,0.045
343,472,HDR09C          ,860.875,833,99.18,0,668.909,98.37,0.034,0.336,1.03,0.001
356,494,HDR09C          ,867.25,827.875,93.962,0.377,678.198,98.496,0.045,0.33,1.01,0.001
354,480,HDR09C          ,859.875,831.75,100,0,641.866,84.588,0.045,0.329,1,0.001
350,476,HDR09C          ,886.75,851.625,84.2,0,645.632,79.92,0.045,0.34,1.01,0.001
365,506,HHTA1B          ,878,848.75,97.872,0,682.416,83.404,0.033,0.393,1.32,0.044
387,523,HHTA1B          ,881.25,842.125,86.312,1.901,681.121,91.667,0.042,0.394,1.35,0.044
417,541,HHTA1B          ,874.5,852.25,100,0,685.302,95.057,0.043,0.394,1.33,0.045
359,507,HHTA1B          ,885.125,837.75,85.281,0,684.062,95.671,0.033,0.393,1.32,0.044
433,544,HHTA1B          ,883.625,846.625,93.143,0,632.969,98.488,0.041,0.386,1.31,0.046
354,487,HDR09C          ,863.625,840.75,91.325,0,629.31,99.76,0.043,0.341,1.01,0.001
370,495,HDR09C          ,862.5,821.625,99.032,0.323,626.623,99.839,0.032,0.349,1.04,0.001
395,520,HHTA1B          ,876.75,845.5,97.033,0,678.731,92.625,0.044,0.393,1.33,0.045
460,578,HHTA1B          ,873,847.75,100,0,688.246,83.645,0.041,0.388,1.33,0.046
434,547,HHTA1B          ,879.875,844.875,97.378,0.375,679.395,87.313,0.045,0.394,1.37,0.046
355,492,HDR09C          ,858,827.125,98.64,1.361,667.133,73.649,0.045,0.335,0.97,0.001
442,546,HHTA1B          ,881.25,832.75,39.443,59.397,647.148,79.677,0.041,0.388,1.33,0.046
355,481,HDR09C          ,858.75,822.5,99.676,0.324,672.133,95.177,0.037,0.343,1.05,0.001
371,515,HDR09C          ,885,856.375,78.633,0,689.412,65.957,0.045,0.329,1,0.001
401,515,HHTA1B          ,884,849,94.35,0,635.673,95.497,0.04,0.401,1.4,0.044
419,541,HHTA1B          ,877.5,830.5,89.713,0.239,629.435,98.086,0.044,0.41,1.35,0.047
448,558,HHTA1B          ,875.875,845,98.396,0,623.453,94.695,0.045,0.4,1.39,0.045
338,490,HDR09C          ,873.75,849.5,96.667,0,681.939,95.956,0.045,0.352,1.04,0.001
339,473,HDR09C          ,864.875,835.625,95.584,0,677.598,87.147,0.045,0.332,0.98,0.001
379,513,HHTA1B          ,884.125,849.125,80.415,0,671.72,97.935,0.044,0.393,1.33,0.045
437,559,HHTA1B          ,873,849.375,100,0,678.395,84.426,0.039,0.392,1.34,0.042
447,563,HHTA1B          ,874.75,841.125,96.961,3.039,643.553,89.807,0.045,0.402,1.33,0.042
361,496,HHTA1B          ,876.875,838.375,83.146,15.73,696.665,32.023,0.038,0.388,1.37,0.043
406,536,HHTA1B          ,873.25,842.5,95.775,4.225,688.572,70.423,0.043,0.4,1.35,0.044
482,590,HHTA1B          ,894.75,844.125,92.963,1.111,679.001,60.148,0.045,0.377,1.3,0.043
435,553,HHTA1B          ,882.75,834.25,51.301,44.61,656.289,73.432,0.045,0.394,1.37,0.046
447,550,HHTA1B          ,873.375,837.875,65.234,34.766,672.813,92.218,0.045,0.378,1.31,0.045
401,528,HHTA1B          ,874.75,842.125,95.556,4.444,666.026,91.513,0.045,0.393,1.31,0.047
477,586,HHTA1B          ,891.75,842.125,82.877,3.425,637.286,98.42,0.041,0.392,1.34,0.045
413,539,HHTA1B          ,888,845.625,93.04,0,665.763,91.941,0.045,0.402,1.33,0.042
415,542,HHTA1B          ,872.125,836.375,67.279,32.721,668.667,87.912,0.043,0.4,1.35,0.044
388,522,HHTA1B          ,867.625,846,100,0,675.658,84.074,0.045,0.399,1.37,0.042
394,525,HHTA1B          ,885.75,845.25,96.154,0,649.886,93.269,0.033,0.393,1.32,0.044
380,515,HHTA1B          ,875.25,841.625,91.163,8.372,680.385,84.722,0.045,0.399,1.37,0.042
404,532,HHTA1B          ,868.75,831.125,63.741,36.26,684.605,94.253,0.042,0.394,1.35,0.044
424,540,HHTA1B          ,886.75,842.875,91.822,1.487,679.023,77.122,0.045,0.394,1.34,0.046
435,560,HHTA1B          ,882.125,838.75,89.302,6.977,694.618,80.093,0.045,0.394,1.34,0.046
429,546,HHTA1B          ,866.875,846.5,100,0,632.117,87.413,0.042,0.414,1.38,0.044
420,534,HHTA1B          ,873.5,848.625,100,0,637.114,92.706,0.042,0.414,1.38,0.044
394,508,HHTA1B          ,894.875,852.625,95.51,0,642.63,98.11,0.042,0.414,1.38,0.044
454,580,HHTA1B          ,886.25,851.125,87.833,0,683.75,82.576,0.041,0.392,1.34,0.045
443,560,HHTA1B          ,872.875,849.75,100,0,687.54,91.244,0.045,0.393,1.31,0.047
440,556,HHTA1B          ,888,853.375,88.235,0,697.386,79.31,0.045,0.378,1.31,0.045
415,542,HHTA1B          ,879.375,844.125,96.313,0.922,685.823,89.401,0.045,0.393,1.31,0.047
329,451,HDR09C          ,885.625,845.125,95.506,0,674.601,82.023,0.041,0.342,1.08,0.001
423,541,HHTA1B          ,887.875,851.875,66.895,0,643.411,97.059,0.041,0.386,1.31,0.046
346,480,HDR09C          ,857.75,822.875,85.514,14.486,681.308,89.72,0.025,0.333,1.03,0.001
429,556,HHTA1B          ,866.75,836.25,77.934,22.066,687.829,81.308,0.045,0.383,1.33,0.04
329,466,HDR09C          ,861.5,823.375,99.012,0.494,626.987,100,0.045,0.336,1.03,0.001
425,552,HHTA1B          ,879.25,840.75,90.783,6.452,686.365,88.479,0.045,0.402,1.33,0.042
337,462,HDR09C          ,859.375,827.125,92.748,7.252,665.158,86.364,0.025,0.333,1.03,0.001
337,474,HDR09C          ,862.5,841,100,0,675.987,96.578,0.025,0.333,1.03,0.001
428,553,HHTA1B          ,886.75,851.375,95.131,0,668.665,87.732,0.029,0.407,1.34,0.05
335,477,HDR09C          ,859.75,824.75,88.764,11.236,669.49,95.167,0.042,0.327,0.97,0.001
434,551,HHTA1B          ,870.125,846.875,100,0,690.943,74.757,0.029,0.407,1.34,0.05
352,485,HDR09C          ,861.5,830.625,98.499,0,684.527,94.627,0.029,0.33,0.99,0.001
334,480,HDR09C          ,869.375,834,93.03,0,676.819,98.494,0.045,0.343,1.01,0.001
352,485,HDR09C          ,861.5,830.625,98.499,0,684.527,94.627,0.029,0.33,0.99,0.001
334,480,HDR09C          ,869.375,834,93.03,0,676.819,98.494,0.045,0.343,1.01,0.001
382,506,HHTA1B          ,879.375,845,96.52,0,632.406,99.076,0.043,0.388,1.3,0.042
366,499,HHTA1B          ,888.875,843.125,94.186,0.698,641.237,93.488,0.043,0.388,1.3,0.042
404,529,HHTA1B          ,894.875,839.375,81.643,11.594,691.43,95.631,0.042,0.391,1.37,0.044
406,526,HHTA1B          ,866.125,847.625,100,0,692.869,87.851,0.045,0.383,1.33,0.04
395,531,HHTA1B          ,874.875,841.75,93.333,6.667,660.151,81.55,0.045,0.402,1.4,0.044
422,534,HHTA1B          ,871.125,840.75,90.95,9.05,685.766,63.801,0.036,0.388,1.37,0.042
422,539,HHTA1B          ,887.25,864.875,98.636,0,631.461,99.324,0.045,0.395,1.37,0.049
423,530,HHTA1B          ,876.625,836.75,95.823,3.133,624.586,99.869,0.043,0.4,1.37,0.046
434,549,HHTA1B          ,885.375,855.375,97.004,0,644.831,95.717,0.042,0.404,1.36,0.043
458,555,HHTA1B          ,871.25,830.75,97.902,2.098,625.75,93.217,0.044,0.41,1.35,0.047
426,540,HHTA1B          ,884.75,850.125,99.322,0.678,640.611,97.643,0.045,0.395,1.37,0.049
442,547,HHTA1B          ,873.375,848.625,100,0,642.71,95.485,0.045,0.403,1.38,0.04
414,528,HHTA1B          ,895.375,843.75,91.647,0.696,632.973,94.701,0.045,0.403,1.36,0.042
348,477,HDR09C          ,853.25,825.5,66.791,33.209,679.943,91.45,0.025,0.333,1.03,0.001
431,543,HHTA1B          ,877.5,838.625,90.353,8.706,625.889,94.145,0.035,0.393,1.38,0.045
349,495,HDR09C          ,863.5,827.5,95.599,2.2,650.547,96.107,0.045,0.332,0.98,0.001
367,473,HDR09C          ,861.125,833.75,99.401,0,673.014,98.214,0.045,0.343,1.01,0.001
432,555,HHTA1B          ,882,854.625,81.845,0,664.703,92.604,0.045,0.392,1.37,0.047
365,489,HHTA1B          ,874.75,847.75,100,0,627.185,93.678,0.04,0.38,1.32,0.041
430,532,HHTA1B          ,886.5,849.875,95.614,0,656.95,83.54,0.045,0.403,1.38,0.04
394,513,HHTA1B          ,891.875,830.75,95.688,0.616,638.334,82.209,0.045,0.4,1.39,0.045
434,530,HHTA1B          ,886.25,826.25,96.978,0.263,622.584,97.613,0.043,0.4,1.37,0.046
408,540,HHTA1B          ,868.125,838.75,91.204,8.796,679.647,93.519,0.045,0.394,1.34,0.046
438,541,HHTA1B          ,868.625,828.625,99.814,0.186,653.864,82.714,0.045,0.403,1.36,0.042
381,510,HHTA1B          ,877.375,836.125,75.926,21.759,681.287,91.667,0.045,0.397,1.37,0.043
328,465,HDR09C          ,864.75,835.625,96.625,0,665.869,97.479,0.045,0.328,1.01,0.001
318,463,HDR09C          ,861.875,830,98.227,0,654.514,93.993,0.041,0.34,1.02,0.001
329,459,HDR09C          ,861.625,832.875,98.513,0,669.952,91.852,0.04,0.325,0.98,0.001
396,523,HHTA1B          ,875.875,840.25,99.297,0.234,627.157,97.917,0.045,0.399,1.4,0.05
383,509,HHTA1B          ,873.375,856.375,100,0,661.884,91.209,0.036,0.404,1.4,0.04
342,479,HDR09C          ,857.75,829.5,99.634,0.366,678.648,53.285,0.045,0.331,0.99,0.002
449,544,HHTA1B          ,871.875,832.5,91.105,5.121,644.56,84.759,0.039,0.385,1.34,0.048
396,518,HHTA1B          ,889.125,847.25,93.396,0,637.813,96.262,0.034,0.385,1.33,0.047
418,534,HHTA1B          ,879.125,845.25,97.466,0,630.6,99.33,0.045,0.406,1.36,0.045
440,547,HHTA1B          ,877.125,849,98.814,0,640.646,97.143,0.045,0.395,1.37,0.049
390,518,HHTA1B          ,894,854.375,93.858,0.246,629.146,94.132,0.045,0.388,1.34,0.045
396,532,HHTA1B          ,863.25,839.125,96.911,3.089,681.627,97.308,0.033,0.39,1.33,0.05
436,567,HHTA1B          ,877,840.5,91.852,7.037,667.767,72.694,0.045,0.392,1.36,0.044
443,577,HHTA1B          ,879.375,840.375,92.105,7.018,666.252,55.263,0.045,0.402,1.39,0.05
464,578,HHTA1B          ,879.75,848.5,77.778,0,634.252,92.965,0.045,0.402,1.38,0.045
426,550,HHTA1B          ,890.75,857.75,96.949,0,622.089,94.781,0.045,0.406,1.36,0.045
381,485,HDR09C          ,860.875,831.625,99.812,0,643.698,90.467,0.043,0.32,0.96,0.001
348,476,HDR09C          ,873.25,843.875,95.466,0,641.487,96.491,0.04,0.341,1.02,0.001
381,491,HDR09C          ,871.5,836.875,96.102,3.22,624.983,81.864,0.044,0.325,0.98,0.001
441,534,HHTA1B          ,871.5,819,25.131,74.869,637.561,85.417,0.035,0.393,1.38,0.045
405,510,HHTA1B          ,871.5,835.125,55.672,44.328,649.062,95.447,0.045,0.399,1.4,0.05
402,511,HHTA1B          ,882.5,828.125,50.35,45.105,649.385,95.486,0.035,0.393,1.38,0.045
375,508,HHTA1B          ,870.25,836,61.861,38.14,683.3,85.581,0.045,0.392,1.36,0.044
362,505,HHTA1B          ,871.875,838.5,89.815,10.185,683.787,84.722,0.045,0.392,1.36,0.044
456,565,HHTA1B          ,871.625,836.625,95.676,4.324,626.571,98.732,0.045,0.403,1.36,0.042
385,507,HHTA1B          ,880.375,851.75,95.88,0,639.763,96.455,0.043,0.388,1.3,0.042
407,520,HHTA1B          ,883.5,843,92.469,2.092,644.157,85.895,0.037,0.389,1.34,0.043
391,522,HHTA1B          ,902.25,848.375,78.148,7.037,664.952,90.406,0.036,0.404,1.4,0.04
417,528,HHTA1B          ,881.375,848.625,95.078,0,630.019,97.409,0.044,0.41,1.35,0.047
426,548,HHTA1B          ,868.375,851.75,100,0,677.944,89.925,0.045,0.394,1.34,0.046
456,550,HHTA1B          ,872,833.25,57.35,42.65,633.057,94.456,0.044,0.395,1.37,0.044
399,519,HHTA1B          ,878.375,838.375,39.464,60.536,672.267,87.405,0.029,0.407,1.34,0.05
