YEILD_STRENGTH,ULTIMATE_TENSILE_STRENGTH,GRADE,FXTEMP_MAX,FXTEMP_MIN,FXTEMP_PCTON,FXTEMP_PCTUNDER,CTEMP_MAX,CTEMP_PCTON,AL,CE,MN,V
352,489,HDR09C          ,863.625,836.625,29.87,70.13,680.02,77.922,0.028,0.346,1.06,0.001
422,541,HHTA1B          ,878.5,848.5,95.066,0,668.678,97.377,0.042,0.395,1.37,0.046
409,537,HHTA1B          ,874.25,838.125,71.015,28.986,664.639,92.78,0.032,0.398,1.34,0.045
398,516,HHTA1B          ,868.25,847.125,100,0,661.459,81.022,0.035,0.388,1.3,0.042
383,520,HHTA1B          ,868,835.25,77.778,22.222,676.481,98.016,0.036,0.387,1.36,0.046
421,545,HHTA1B          ,873.125,849.25,100,0,663.893,97.152,0.039,0.407,1.36,0.045
419,542,HHTA1B          ,880.125,842.5,94.888,0.639,659.716,97.771,0.039,0.407,1.36,0.045
403,520,HHTA1B          ,885.25,845.375,97.08,0,673.284,73.091,0.045,0.385,1.32,0.045
400,530,HHTA1B          ,868.5,841.125,91.944,8.056,684.301,93.939,0.039,0.388,1.34,0.043
387,518,HHTA1B          ,876.875,852.125,97.701,2.299,661.673,28.161,0.045,0.4,1.36,0.048
387,518,HHTA1B          ,884.125,848.875,82.301,17.699,662.75,98.23,0.042,0.388,1.34,0.044
432,555,HHTA1B          ,886,853.625,97.714,1.429,663.057,98.006,0.045,0.4,1.36,0.048
417,536,HHTA1B          ,881.125,845.875,77.728,0,678.424,97.797,0.039,0.4,1.35,0.044
438,554,HHTA1B          ,867.875,835.25,95.833,4.167,676.463,97.685,0.045,0.391,1.38,0.046
405,517,HHTA1B          ,874.875,828.625,42.286,57.714,642.408,49.148,0.045,0.391,1.38,0.046
447,561,HHTA1B          ,870.25,823.75,91.603,8.397,641.168,95.599,0.043,0.4,1.34,0.048
371,507,HHTA1B          ,869.625,833.625,38.14,61.861,673.115,90.233,0.045,0.385,1.32,0.041
429,533,HHTA1B          ,886,842.875,91.899,1.397,685.709,92.244,0.044,0.383,1.34,0.041
434,546,HHTA1B          ,874.125,851.5,100,0,701.459,97.59,0.045,0.39,1.38,0.043
378,498,HHTA1B          ,875.75,840,99.105,0.224,684.466,92.461,0.035,0.394,1.34,0.046
331,476,HDR09C          ,872,839,93.562,6.438,683.344,98.712,0.043,0.329,0.98,0.001
415,522,HHTA1B          ,872.25,841.125,98.28,1.72,677.567,88.936,0.043,0.379,1.31,0.047
392,512,HHTA1B          ,876.125,843.125,98.701,1.039,683.093,89.717,0.045,0.386,1.35,0.045
428,554,HHTA1B          ,874.25,828.5,98.893,1.107,689.426,74.17,0.039,0.398,1.37,0.043
381,509,HHTA1B          ,870.5,833.125,39.506,60.494,686.063,97.951,0.045,0.382,1.31,0.043
401,530,HHTA1B          ,881.625,834.5,95.204,0.24,676.031,95.972,0.042,0.388,1.34,0.044
334,477,HDR09C          ,878.25,846.75,92.623,0,680.11,95.918,0.04,0.331,0.98,0.001
388,508,HHTA1B          ,872.875,835.75,94.859,5.141,680.187,95.396,0.04,0.391,1.35,0.043
347,480,HDR09C          ,875.25,840.5,97.248,2.294,711.321,84.404,0.05,0.323,0.96,0.001
342,485,HDR09C          ,874.625,851.375,100,0,726.973,93.301,0.049,0.32,0.93,0.001
441,562,HHTA1B          ,872.75,852.5,100,0,717.644,95.61,0.045,0.39,1.38,0.043
389,518,HHTA1B          ,874.25,847.5,100,0,692.239,86.111,0.043,0.387,1.36,0.045
401,530,HHTA1B          ,875.375,844.875,99.177,0.412,689.705,94.262,0.041,0.394,1.36,0.047
410,538,HHTA1B          ,873,847.5,100,0,688.6,96.057,0.035,0.394,1.34,0.046
425,539,HHTA1B          ,890.625,840.5,88.636,5.455,664.444,70,0.045,0.386,1.35,0.044
397,525,HHTA1B          ,886.5,851.5,88.628,0,673.259,90.234,0.043,0.401,1.37,0.047
477,575,HHTA1B          ,873.75,840.75,92.405,7.595,677.582,50,0.045,0.382,1.33,0.047
377,509,HHTA1B          ,870.25,843.25,97.638,2.362,674.318,96.063,0.043,0.401,1.37,0.047
405,530,HHTA1B          ,873.875,836.75,93.333,6.667,663.749,65.272,0.043,0.401,1.37,0.047
311,461,HDR09C          ,877.625,852.375,97.541,0,682.6,94.672,0.042,0.329,1,0.001
353,488,HDR09C          ,883.25,847.375,94.161,0,703.213,86.909,0.049,0.328,1,0.001
331,470,HDR09C          ,872.5,849.125,100,0,698.939,90.146,0.05,0.328,0.98,0.001
397,528,HHTA1B          ,876.625,845.25,98.14,0,702.795,89.72,0.042,0.39,1.36,0.046
310,451,HDR09C          ,869,841.375,84.95,15.05,704.667,97.342,0.048,0.325,0.97,0.002
390,525,HHTA1B          ,868.125,840.5,85.609,14.391,698.091,92.647,0.035,0.396,1.4,0.043
404,523,HHTA1B          ,873.125,843.25,99.103,0.897,678.46,85.366,0.035,0.394,1.34,0.046
337,475,HDR09C          ,873.125,842.625,93.399,6.601,673.177,97.02,0.042,0.329,1,0.001
402,526,HHTA1B          ,870.375,840.125,96.774,3.226,680.596,71.889,0.045,0.397,1.36,0.044
402,526,HHTA1B          ,880.875,847.75,93.727,5.535,715.001,76.191,0.039,0.384,1.31,0.042
385,519,HHTA1B          ,878,853.5,100,0,709.91,95.392,0.039,0.384,1.31,0.042
470,586,HHTA1B          ,873.25,842.125,98.127,1.873,681.598,1.515,0.037,0.393,1.32,0.046
342,487,HDR09C          ,884.375,845.75,93.069,0,677.611,89.735,0.05,0.328,1,0.001
374,520,HDR09C          ,870.75,846.625,100,0,716.002,21.759,0.049,0.328,1,0.001
399,527,HHTA1B          ,877.125,847.25,98.204,0,681.198,92.169,0.045,0.386,1.34,0.043
341,472,HDR09C          ,869.75,835.625,77.409,22.591,702.755,97.682,0.034,0.328,0.97,0.001
331,465,HDR09C          ,876.75,845.75,97.01,0,708.287,97.69,0.042,0.323,0.95,0.001
391,522,HHTA1B          ,879.875,849.375,93.013,0,680.22,87.826,0.045,0.392,1.31,0.043
420,545,HHTA1B          ,871.375,837,99.563,0.437,672.402,88.261,0.045,0.398,1.33,0.045
362,503,HHTA1B          ,877.875,843.25,97.034,1.271,685.573,98.312,0.042,0.387,1.31,0.042
460,592,HHTA1B          ,870.375,843.125,94.737,5.263,693.073,65.447,0.04,0.399,1.34,0.042
448,552,HHTA1B          ,879,844.25,97.742,0.161,670.342,96.921,0.037,0.396,1.36,0.046
404,524,HHTA1B          ,890,850,91.092,0,682.607,93.447,0.045,0.396,1.35,0.043
320,469,HDR09C          ,870.375,844.125,98.707,1.293,685.416,97.845,0.048,0.315,0.92,0.001
349,478,HDR09C          ,869.125,834,65.236,34.764,722.098,97.436,0.048,0.325,0.97,0.002
443,571,HHTA1B          ,874.125,843.875,99.024,0.976,715.643,89.216,0.045,0.39,1.38,0.043
482,579,HHTA1B          ,874.875,835.625,99.336,0.664,687.174,89.073,0.042,0.393,1.35,0.045
467,575,HHTA1B          ,881.25,840.25,92.394,1.342,678.073,88.248,0.038,0.386,1.32,0.049
411,530,HHTA1B          ,873,808.625,93.333,6.667,688.389,94.643,0.037,0.393,1.32,0.046
463,575,HHTA1B          ,873.625,835.375,69.418,30.583,678.677,98.54,0.04,0.399,1.34,0.042
356,490,HHTA1B          ,876.25,833.375,61.927,37.156,686.285,75.229,0.042,0.398,1.37,0.043
356,490,HHTA1B          ,876.25,833.375,61.927,37.156,686.285,75.229,0.042,0.398,1.37,0.043
421,529,HHTA1B          ,877.25,800,66.949,32.034,662.176,90.29,0.031,0.386,1.3,0.041
379,501,HHTA1B          ,875.25,833.25,90.028,9.972,680.958,76.584,0.041,0.39,1.37,0.043
441,548,HHTA1B          ,879.125,806.125,94.507,4.039,667.905,97.106,0.037,0.396,1.36,0.046
432,544,HHTA1B          ,881.375,830.375,91.26,1.542,681.712,71.939,0.045,0.392,1.35,0.05
455,554,HHTA1B          ,884.875,835.125,84.829,12.398,669.413,96.921,0.037,0.396,1.36,0.046
460,566,HHTA1B          ,878.625,836.5,98.82,0.169,661.306,97.826,0.042,0.393,1.35,0.045
422,529,HHTA1B          ,877.375,849.375,96.676,0,678.352,90.385,0.045,0.389,1.35,0.043
422,527,HHTA1B          ,871.625,793.25,68.447,31.553,670.792,96.911,0.03,0.397,1.37,0.048
470,566,HHTA1B          ,868,827.125,47.029,52.971,664.714,92.905,0.042,0.393,1.35,0.045
456,561,HHTA1B          ,877.625,834.75,72.513,24.452,668.348,95.302,0.045,0.383,1.33,0.042
457,562,HHTA1B          ,879.75,825.25,74.363,19.355,669.359,95.96,0.045,0.383,1.33,0.042
394,523,HHTA1B          ,875.375,838.5,98.14,1.395,708.858,96.279,0.041,0.39,1.37,0.043
406,525,HHTA1B          ,864.25,824.75,41.143,58.857,682.759,92.918,0.035,0.396,1.4,0.043
450,568,HHTA1B          ,878,848.375,99.631,0,710.756,90.843,0.045,0.39,1.38,0.044
408,537,HHTA1B          ,888.375,852.125,64.122,35.878,684.261,98.232,0.03,0.397,1.37,0.048
385,523,HHTA1B          ,889.375,855.375,98.473,1.527,688.279,96.465,0.03,0.397,1.37,0.048
401,522,HHTA1B          ,888.25,858.625,98.725,1.276,686.68,96.203,0.035,0.392,1.39,0.045
409,526,HHTA1B          ,890.875,854.5,90,8.974,683.591,97.716,0.035,0.392,1.39,0.045
458,577,HHTA1B          ,858.375,834.875,58.921,41.079,704.113,92.946,0.034,0.403,1.4,0.042
415,539,HHTA1B          ,866.375,838.875,92.718,7.282,715.649,77.073,0.045,0.39,1.38,0.043
436,551,HHTA1B          ,875.25,840.875,96.333,2.667,683.79,92.715,0.045,0.383,1.33,0.042
412,526,HHTA1B          ,882,847.5,91.667,0,701.605,95.695,0.045,0.383,1.33,0.042
349,476,HDR09C          ,873.75,842.875,99.636,0.364,701.054,69.928,0.05,0.323,0.96,0.001
460,596,HHTA1B          ,885.125,852.25,79.487,20.513,735.633,89.744,0.042,0.393,1.35,0.045
450,562,HHTA1B          ,913.5,865.875,89.153,0,729.946,79.461,0.045,0.383,1.33,0.042
530,634,HHTA1B          ,877.875,854.125,96.144,0,686.472,96.684,0.025,0.394,1.33,0.047
530,630,HHTA1B          ,877.875,854.125,96.144,0,686.472,96.684,0.025,0.394,1.33,0.047
530,620,HHTA1B          ,877.875,854.125,96.144,0,686.472,96.684,0.025,0.394,1.33,0.047
384,502,HHTA1B          ,881,854.75,88.462,0,681.917,88.52,0.04,0.391,1.35,0.043
424,530,HHTA1B          ,866.75,834.875,76.191,23.81,667.642,90.511,0.034,0.385,1.35,0.046
401,527,HHTA1B          ,868.875,838.75,75.912,24.088,661.53,86.909,0.045,0.397,1.36,0.044
423,544,HHTA1B          ,883,843.625,42.182,57.818,657.18,91.336,0.039,0.388,1.34,0.043
329,470,HDR09C          ,878,849.875,97.021,0,727.853,91.88,0.05,0.321,0.96,0.001
336,474,HHTA1B          ,880.5,839.5,98.886,0.223,680.649,98.022,0.035,0.394,1.34,0.046
408,535,HHTA1B          ,880.5,839.5,98.886,0.223,680.649,98.022,0.035,0.394,1.34,0.046
415,529,HHTA1B          ,881.625,823.125,84.633,5.568,679.491,83.002,0.035,0.394,1.34,0.046
405,527,HHTA1B          ,883.125,843.5,94.853,1.838,662.548,90.843,0.045,0.397,1.36,0.044
397,524,HHTA1B          ,874.25,834.25,68.374,31.626,678.817,96.681,0.035,0.394,1.34,0.046
437,558,HHTA1B          ,872.25,839.875,98.148,1.852,681.938,87.5,0.045,0.392,1.33,0.042
391,528,HHTA1B          ,874,829.75,59.447,40.553,691.447,74.194,0.034,0.385,1.35,0.046
433,562,HHTA1B          ,872.125,844,98.611,1.389,686.255,67.593,0.044,0.383,1.34,0.041
420,549,HHTA1B          ,868.125,837.375,54.396,45.604,687.598,81.421,0.045,0.398,1.33,0.045
344,489,HDR09C          ,874.625,846.625,100,0,731.808,97.447,0.048,0.325,0.97,0.002
430,545,HHTA1B          ,869.75,839.375,78.241,21.759,702.537,86.977,0.045,0.389,1.35,0.043
450,568,HHTA1B          ,871.75,826.875,36.866,63.134,685.913,93.519,0.038,0.391,1.35,0.05
475,584,HHTA1B          ,873.875,848.375,100,0,684.413,97.449,0.045,0.388,1.35,0.048
464,567,HHTA1B          ,876.5,843.75,98.123,0.804,690.241,96.011,0.045,0.386,1.34,0.046
433,545,HHTA1B          ,875.375,838.75,97.043,2.688,687.175,94.4,0.045,0.386,1.34,0.046
438,544,HHTA1B          ,870.5,833,87.245,12.755,682.406,92.658,0.034,0.387,1.36,0.043
466,571,HHTA1B          ,874,841.875,98.191,1.809,686.998,88.747,0.045,0.388,1.35,0.048
407,546,HHTA1B          ,874.625,847,100,0,678.733,98.367,0.042,0.395,1.37,0.046
383,525,HHTA1B          ,874.625,847,100,0,678.733,98.367,0.042,0.395,1.37,0.046
407,546,HHTA1B          ,879.875,852.75,86.475,0,683.364,97.959,0.042,0.387,1.31,0.042
394,525,HHTA1B          ,878.5,851.25,96.804,0,667.555,90.868,0.04,0.386,1.34,0.043
423,549,HHTA1B          ,875,847.625,99.59,0,685.453,97.959,0.036,0.404,1.39,0.047
393,512,HHTA1B          ,875.25,825.625,16.905,82.808,649.901,90.598,0.038,0.401,1.34,0.047
418,545,HHTA1B          ,875.375,845.75,99.612,0,681.998,77.432,0.037,0.393,1.32,0.046
433,563,HHTA1B          ,876,830.375,63.983,35.17,677.448,77.215,0.042,0.395,1.37,0.046
413,539,HHTA1B          ,874,847.125,100,0,722.08,90.083,0.043,0.379,1.31,0.047
330,469,HDR09C          ,872,841.375,83.404,16.596,726.119,95.319,0.032,0.318,0.95,0.002
390,522,HHTA1B          ,885.25,856,83.83,16.17,738.029,97.458,0.031,0.386,1.3,0.041
418,548,HHTA1B          ,870.125,840.625,91.126,8.874,698.6,73.288,0.034,0.403,1.4,0.042
424,532,HHTA1B          ,880.875,844.125,93.857,1.365,712.204,93.243,0.045,0.383,1.33,0.042
343,482,HDR09C          ,868.75,848.375,100,0,699.403,96.689,0.048,0.327,0.96,0.001
355,480,HDR09C          ,881.375,843,91.03,3.654,709.188,90.099,0.04,0.321,0.95,0.002
357,485,HDR09C          ,865.75,842.375,96.667,3.333,695.445,97.351,0.048,0.327,0.96,0.001
396,520,HHTA1B          ,870.625,838,76.412,23.588,701.788,97.04,0.031,0.386,1.3,0.041
349,478,HDR09C          ,875.625,849.125,98.671,0,701.394,97.368,0.048,0.325,0.97,0.002
512,614,HHTA1B          ,878.125,844.875,96.928,0.341,694.879,87.755,0.042,0.393,1.35,0.045
327,466,HDR09C          ,872.25,845.625,100,0,723.85,93.416,0.032,0.318,0.95,0.002
431,553,HHTA1B          ,870.875,837.125,90.598,9.402,711.334,91.416,0.034,0.403,1.4,0.042
317,459,HDR09C          ,877,841.625,97.585,1.932,726.382,95.673,0.049,0.32,0.93,0.001
454,567,HHTA1B          ,874.25,850,100,0,723.751,93.59,0.034,0.403,1.4,0.042
339,473,HDR09C          ,868,828.375,87.552,12.448,725.941,96.266,0.032,0.318,0.95,0.002
329,467,HDR09C          ,878.75,838,95.833,3.75,716.112,96.266,0.032,0.318,0.95,0.002
339,477,HDR09C          ,868.125,843.25,98.755,1.245,723.989,96.281,0.032,0.318,0.95,0.002
470,590,HHTA1B          ,876.125,837.875,98.618,0.461,704.015,94.444,0.045,0.39,1.38,0.044
465,578,HHTA1B          ,877.125,852.5,91.753,0,710.296,95.563,0.025,0.394,1.33,0.047
420,533,HHTA1B          ,868.375,834.25,60.694,39.306,677.123,95.238,0.043,0.379,1.31,0.047
423,527,HHTA1B          ,871.25,835.625,89.06,10.941,676.694,96.381,0.043,0.379,1.31,0.047
433,557,HHTA1B          ,881,845.5,96.414,0,689.417,97.619,0.045,0.382,1.31,0.043
406,542,HHTA1B          ,874.25,841.25,84.524,15.476,681.098,96.838,0.038,0.401,1.35,0.047
402,543,HHTA1B          ,879.625,839.5,93.416,2.881,688.779,94.672,0.041,0.394,1.36,0.047
390,519,HHTA1B          ,877.75,849.5,93.312,0,676.796,82.857,0.042,0.388,1.34,0.044
427,551,HHTA1B          ,887.875,855.625,98.235,0,672.621,96.154,0.042,0.388,1.34,0.044
411,525,HHTA1B          ,880.25,838.25,85.079,0.785,677.886,97.135,0.039,0.4,1.35,0.044
478,586,HHTA1B          ,879.5,832.5,77.581,16.224,671.514,90.294,0.039,0.398,1.37,0.043
413,536,HHTA1B          ,881,850.25,98.964,0,678.208,97.429,0.043,0.39,1.32,0.045
436,553,HHTA1B          ,878.375,848,98.879,1.121,687.342,89.755,0.039,0.398,1.37,0.043
425,547,HHTA1B          ,879,845.375,96.667,0,672.771,78.677,0.045,0.385,1.32,0.041
420,554,HHTA1B          ,870.25,840.375,95.217,4.783,673.283,69.697,0.045,0.392,1.31,0.043
470,574,HHTA1B          ,877.125,838,77.562,21.33,686.373,91.736,0.038,0.391,1.35,0.05
448,549,HHTA1B          ,871,825.875,35.078,64.923,668.245,88.031,0.04,0.399,1.34,0.043
339,475,HDR09C          ,882.5,847.25,91.419,0,715.555,95.724,0.042,0.323,0.95,0.001
336,483,HDR09C          ,884,853.875,99.273,0.727,699.942,80.866,0.043,0.341,1.02,0.001
339,475,HDR09C          ,870,828.375,80.147,19.853,703.25,90.037,0.049,0.328,1,0.001
335,473,HDR09C          ,871.875,845.875,100,0,693.783,97.059,0.043,0.341,1.02,0.001
326,466,HDR09C          ,874,844,99.01,0.99,668.882,95.71,0.042,0.341,1.02,0.001
331,474,HDR09C          ,876,852.875,99.589,0,690.431,86.123,0.04,0.331,0.98,0.001
350,474,HDR09C          ,875.625,853,99.01,0,676.778,94.079,0.04,0.331,0.98,0.001
341,489,HDR09C          ,875.75,846,99.177,0,676.695,74.18,0.04,0.331,0.98,0.001
339,484,HDR09C          ,867.625,845.25,100,0,712.07,97.095,0.05,0.348,1.02,0.001
442,544,HHTA1B          ,868.375,838,69.709,30.291,676.899,91.539,0.041,0.39,1.37,0.044
326,473,HDR09C          ,861.625,839,88.333,11.667,713.323,97.059,0.049,0.326,0.95,0.001
437,547,HHTA1B          ,881.125,849.5,94.937,0,668.384,83.966,0.045,0.382,1.33,0.047
374,515,HHTA1B          ,874.75,853,100,0,689.631,55.495,0.045,0.392,1.31,0.043
384,514,HHTA1B          ,876.875,837.625,68.557,28.608,673.876,97.18,0.04,0.399,1.34,0.043
356,460,HHTA1B          ,876.25,833.375,61.927,37.156,686.285,75.229,0.042,0.398,1.37,0.043
483,580,HHTA1B          ,886.75,832.375,72.432,0.171,664.638,87.543,0.042,0.393,1.35,0.045
499,594,HHTA1B          ,880.125,828.875,86.7,3.612,681.03,96.535,0.045,0.392,1.35,0.05
356,490,HDR09C          ,872.375,839.25,90.759,9.241,679.138,87.213,0.05,0.34,1.02,0.001
366,498,HDR09C          ,866,834.5,61.921,38.08,678.189,96.382,0.05,0.34,1.02,0.001
351,480,HDR09C          ,872.125,838.875,80.528,19.472,668.546,98.033,0.04,0.331,0.98,0.001
412,522,HHTA1B          ,876.375,833.625,84.783,13.665,668.683,73.765,0.045,0.4,1.36,0.048
444,561,HHTA1B          ,868.625,827.25,41.767,58.233,677.817,57.258,0.044,0.388,1.33,0.045
328,475,HDR09C          ,878.375,845.25,93.416,0,677.714,94.65,0.042,0.341,1.02,0.001
529,621,HHTA1B          ,878.375,816.75,99.486,0.171,670.55,96.616,0.042,0.393,1.35,0.045
501,603,HHTA1B          ,873.625,839.875,96.552,3.448,672.397,70.978,0.045,0.405,1.35,0.041
341,474,HDR09C          ,874.125,839.5,88.839,11.161,714.84,89.238,0.05,0.323,0.96,0.001
395,519,HHTA1B          ,877.125,847.875,96.31,0,696.7,76.296,0.041,0.39,1.37,0.043
436,552,HHTA1B          ,875,849.875,99.769,0,667.799,88.558,0.044,0.407,1.38,0.043
446,564,HHTA1B          ,882.25,837.875,93.207,0.272,672.671,84.865,0.042,0.4,1.35,0.05
330,471,HDR09C          ,873.375,841.75,94.04,5.96,676.005,98.026,0.042,0.329,1,0.001
347,481,HDR09C          ,873.625,840.75,97.03,2.97,681.964,96.382,0.05,0.34,1.02,0.001
322,459,HDR09C          ,880.375,847.5,94.389,0,674.414,90.82,0.042,0.329,1,0.001
409,538,HHTA1B          ,877.75,827.375,71.429,22.338,684.141,92.545,0.045,0.386,1.35,0.045
397,533,HHTA1B          ,903.125,835.875,36.493,53.555,720.633,73.934,0.045,0.396,1.35,0.043
412,544,HHTA1B          ,871.875,840.375,89.815,10.185,705.44,82.791,0.045,0.389,1.35,0.043
473,587,HHTA1B          ,873,842.875,95.392,4.608,705.327,83.41,0.045,0.389,1.35,0.043
414,552,HHTA1B          ,890.875,843.125,86.977,12.558,731.068,97.209,0.042,0.406,1.37,0.043
421,542,HHTA1B          ,864.25,837,86.869,13.131,685.793,86.717,0.043,0.385,1.32,0.047
466,589,HHTA1B          ,876.125,843,96.774,2.304,712.274,96.296,0.045,0.39,1.38,0.044
435,557,HHTA1B          ,866.75,836.375,75.277,24.723,702.339,73.897,0.045,0.396,1.35,0.043
400,523,HHTA1B          ,872.75,827.875,56.41,43.59,687.22,81.277,0.04,0.391,1.35,0.043
358,499,HDR09C          ,870.25,835.375,60.886,39.114,694.925,95.956,0.05,0.346,1.01,0.001
363,485,HDR09C          ,874.25,843.5,98.34,1.66,724.959,90.083,0.042,0.323,0.95,0.001
369,487,HDR09C          ,872.75,845.125,100,0,720.516,71.193,0.042,0.323,0.95,0.001
435,549,HHTA1B          ,888.75,831,80.065,0.162,668.646,93.475,0.037,0.396,1.36,0.046
389,522,HHTA1B          ,882.875,844.5,92.827,0.422,682.138,92.857,0.045,0.386,1.35,0.045
382,512,HHTA1B          ,883.125,843.5,94.853,1.838,662.548,90.843,0.045,0.397,1.36,0.044
384,514,HHTA1B          ,870.375,842,94.47,5.53,671.636,84.793,0.045,0.395,1.33,0.043
357,496,HHTA1B          ,866.75,830.625,43.836,56.164,674.01,87.215,0.041,0.391,1.34,0.041
486,613,HHTA1B          ,873.625,841.25,97.166,2.834,687.607,98.381,0.04,0.399,1.34,0.042
453,554,HHTA1B          ,876.25,825.5,98.646,0.508,671.999,95.455,0.045,0.383,1.33,0.042
445,551,HHTA1B          ,876.125,838.125,95.2,4.6,671.49,79.762,0.044,0.388,1.33,0.045
453,572,HHTA1B          ,874.625,836.625,68.056,31.944,674.271,96.244,0.039,0.388,1.34,0.043
418,534,HHTA1B          ,878.125,831.875,90.625,5.313,673.601,98.452,0.045,0.4,1.36,0.048
403,528,HHTA1B          ,887.375,849.25,92.593,0,668.867,91.513,0.045,0.395,1.33,0.043
366,498,HHTA1B          ,864.125,844.75,99.262,0.738,675.96,68.132,0.041,0.391,1.34,0.041
407,535,HHTA1B          ,876.125,835.125,75,23.611,687.557,70.833,0.034,0.385,1.35,0.046
389,522,HHTA1B          ,870.5,840.875,99.074,0.926,682.562,84.722,0.045,0.395,1.33,0.043
382,510,HHTA1B          ,874.375,843.5,99.575,0.426,683.624,88.136,0.042,0.387,1.31,0.042
487,598,HHTA1B          ,874.375,850.5,100,0,682.785,81.496,0.045,0.388,1.33,0.048
436,542,HHTA1B          ,872.625,839,98.84,1.161,675.079,95.969,0.041,0.39,1.37,0.044
355,490,HDR09C          ,865.5,834.75,61.45,38.55,676.29,87.833,0.05,0.322,0.95,0.002
380,517,HHTA1B          ,885.125,844.75,91.06,0.331,665.831,98.026,0.035,0.391,1.37,0.05
490,601,HHTA1B          ,886.125,849,75.079,0,666.203,98.438,0.04,0.399,1.34,0.042
432,540,HHTA1B          ,885.125,861,99.698,0,657.676,96.407,0.045,0.397,1.37,0.05
452,566,HHTA1B          ,879.75,850.125,92.705,7.295,657.708,45.427,0.045,0.397,1.37,0.05
406,541,HHTA1B          ,874.25,833.75,75.701,24.299,674.441,42.991,0.039,0.388,1.34,0.043
379,511,HHTA1B          ,868,837.625,63.473,36.527,677.912,90.964,0.045,0.386,1.34,0.043
376,509,HDR09C          ,862,826.625,31,69,701.59,97.674,0.04,0.329,0.99,0.001
340,471,HDR09C          ,884.25,843.375,56.727,43.273,712.86,94.928,0.043,0.341,1.02,0.001
469,587,HHTA1B          ,869.375,835.375,83.122,16.878,684.187,81.513,0.041,0.39,1.37,0.044
528,627,HHTA1B          ,880.625,841.625,80.779,3.377,687.789,92.01,0.043,0.383,1.31,0.046
423,540,HHTA1B          ,871.625,825.875,86.395,13.605,675.037,91.047,0.031,0.386,1.3,0.041
405,525,HHTA1B          ,878.375,830.625,98.644,0.339,671.24,95.278,0.031,0.386,1.3,0.041
419,531,HHTA1B          ,864.75,828.875,60.825,39.175,689.04,96.575,0.035,0.392,1.39,0.045
323,469,HDR09C          ,870,850.125,100,0,726.706,88.889,0.034,0.328,0.97,0.001
334,461,HDR09C          ,890.5,841.125,59.937,33.123,685.783,88.365,0.05,0.321,0.96,0.001
338,473,HDR09C          ,886,850.125,93.162,0,680.532,94.618,0.04,0.321,0.95,0.002
347,476,HDR09C          ,885.125,848.125,92.628,1.603,683.605,85.669,0.05,0.321,0.96,0.001
334,465,HDR09C          ,885.5,849.5,93.891,0.322,690.095,95.208,0.05,0.321,0.96,0.001
454,554,HHTA1B          ,863.75,835.375,50.166,49.834,675.9,97.69,0.039,0.4,1.35,0.044
426,545,HHTA1B          ,887.625,845.875,50.741,47.778,654.303,72.059,0.045,0.388,1.33,0.048
422,540,HHTA1B          ,869.75,836.75,80.365,19.635,669.365,82.192,0.045,0.4,1.36,0.046
394,515,HHTA1B          ,885.25,844.625,72.222,27.407,671.898,92.222,0.045,0.388,1.33,0.048
398,514,HHTA1B          ,874.25,843.5,97.863,2.137,672.766,91.489,0.04,0.386,1.34,0.043
399,546,HHTA1B          ,873.875,837.75,87.085,12.915,663.691,27.509,0.039,0.388,1.34,0.043
387,516,HHTA1B          ,885.875,846,93.888,0.244,681.874,97.33,0.038,0.401,1.35,0.047
419,546,HHTA1B          ,883.125,843.5,94.853,1.838,662.548,90.843,0.045,0.397,1.36,0.044
461,544,HHTA1B          ,872.25,827.75,33.977,66.023,678.296,95.577,0.041,0.39,1.37,0.044
419,533,HHTA1B          ,878.625,827.625,93.666,3.263,666.196,91.763,0.04,0.399,1.34,0.043
393,516,HHTA1B          ,872.25,841.625,98.328,1.672,672.988,94.667,0.045,0.386,1.35,0.045
395,520,HHTA1B          ,875.75,848.125,98.662,0,670.665,92,0.04,0.391,1.35,0.043
450,562,HHTA1B          ,877.875,849.5,89.262,0,672.972,94.932,0.041,0.39,1.37,0.044
386,513,HHTA1B          ,872.625,841.5,99.541,0.459,680.583,81.193,0.045,0.397,1.36,0.044
452,553,HHTA1B          ,874.5,839,80.769,19.231,673.603,96.75,0.045,0.386,1.35,0.045
418,534,HHTA1B          ,876,833.5,90.751,6.936,670.106,72.275,0.045,0.386,1.35,0.045
422,553,HDR09C          ,874.625,830.125,38.073,61.927,679.09,80.909,0.037,0.341,1,0.001
407,533,HHTA1B          ,869.25,843,98.165,1.835,684.776,83.486,0.045,0.397,1.36,0.044
406,520,HHTA1B          ,873.625,812.5,40,60,682.578,69.091,0.041,0.391,1.34,0.041
414,537,HHTA1B          ,868.625,839.75,85,15,681.586,85.135,0.041,0.391,1.34,0.041
447,568,HHTA1B          ,890.875,850.625,83.395,0,719.249,80.586,0.045,0.396,1.35,0.043
392,526,HHTA1B          ,878.75,850,95.572,0,696.795,83.456,0.041,0.39,1.37,0.043
425,551,HHTA1B          ,878.25,842.875,94.47,3.226,707.859,73.148,0.045,0.389,1.35,0.043
408,536,HHTA1B          ,871.125,846.75,100,0,711.799,89.302,0.042,0.406,1.37,0.043
312,451,HDR09C          ,877.25,837.625,95.64,1.163,674.641,95.954,0.05,0.327,0.96,0.001
311,452,HDR09C          ,866.375,843.25,98.833,1.167,669.431,65.504,0.05,0.344,1.01,0.001
